index,Ticker,Date,Open,Close,Volume,quarter,Asset Turnover,Current Ratio,Days Sales In Receivables,Debt/Equity Ratio,Gross Margin,Inventory Turnover Ratio,Long-term Debt / Capital,Net Profit Margin,Operating Margin,ROE - Return On Equity,Receiveable Turnover,Return On Tangible Equity,Days,MA50,MA200,Crossover,Profitable,%Change,Ticker_encoded
12138,AAPL,9/10/2013,15.91,15.54,743195600,3,0.181,1.6786,49.5754,0.1373,37.017,13.3793,0.1207,20.047,26.7667,6.0802,1.8154,6.3773,1345,14.4604,14.4119,1,1,5.083655084,0.545454545
12446,AAPL,8/28/2015,25.66,25.92,212657600,3,0.1774,1.1088,53.0256,0.539,39.8983,13.1771,0.3088,21.5996,28.3936,9.3201,1.6973,10.081,331,27.5466,27.59975,-1,1,1.50462963,0.545454545
12699,AAPL,8/30/2016,24.72,24.77,99455600,3,0.1456,1.3527,56.2817,0.6786,38.0197,13.6205,0.3703,19.2393,25.1025,7.0285,1.5991,7.535,699,23.7462,23.7399,1,1,10.69842551,0.545454545
13281,AAPL,12/21/2018,37.99,36.51,382978400,4,0.2256,1.3006,39.4768,0.9732,37.9919,10.481,0.441,23.6805,27.6907,16.935,2.2798,16.935,1542,46.5984,46.70825,-1,0,0,0.545454545
13372,AAPL,5/6/2019,49.69,50.71,129772400,2,0.167,1.5046,44.28,1.124,37.5904,10.0095,0.4682,18.666,21.4537,10.413,2.0325,10.413,1678,46.686,46.564,1,0,0,0.545454545
16007,ABC,7/20/2006,16.96,16.73,1415400,3,1.1931,1.2348,20.2227,0.2645,3.1162,3.3417,0.209,0.7997,0.9147,2.1354,4.4504,8.2077,475,16.9324,16.94175,-1,0,0,0.368421053
16048,ABC,9/18/2006,18.43,18.48,2436800,3,1.1931,1.2348,20.2227,0.2645,3.1162,3.3417,0.209,0.7997,0.9147,2.1354,4.4504,8.2077,535,17.4172,17.4152,1,1,1.244588745,0.368421053
16268,ABC,8/3/2007,19.12,19.04,3988800,3,1.3071,1.1365,19.1061,0.396,2.7792,3.8174,0.2836,0.5443,0.9703,3.137,4.7105,27.2809,854,19.9664,19.96895,-1,1,1.995798319,0.368421053
17063,ABC,9/28/2011,33.83,33.29,2239800,3,1.2605,1.046,18.0796,0.4761,2.8478,3.3709,0.2534,0.7801,1.2197,4.8204,4.978,226.04,632,33.1646,33.19125,-1,0,0,0.368421053
17269,ABC,7/24/2012,33.8,33.29,1436600,3,1.2131,0.9816,18.182,0.5686,3.7535,3.295,0.3625,0.8727,1.7122,7.8247,4.95,-17.9754,932,32.9202,32.9066,1,0,0,0.368421053
17879,ABC,9/25/2015,93.4,91.08,1768400,3,1.2685,0.9424,20.8643,6.0664,2.7448,3.5363,0.8585,1.0178,1.5289,58.5687,4.3136,-6.5387,359,95.2734,95.51965,-1,1,2.239789196,0.368421053
18123,ABC,9/14/2016,79.12,77.7,5896200,3,1.1166,0.9039,21.9866,2.0957,2.9939,3.3976,0.644,0.3879,0.5985,6.8416,4.0934,-2.133,714,80.0764,80.0324,1,0,0,0.368421053
18154,ABC,10/27/2016,73.73,73.67,1595100,4,1.1253,0.9035,22.8628,2.1164,2.7186,3.2529,0.6465,0.6478,1.0479,11.6815,3.9365,-3.6372,757,77.2742,77.378,-1,0,0,0.368421053
18219,ABC,2/1/2017,81.66,82.5,3362000,1,1.08,0.9202,23.2188,1.7615,3.3823,3.1662,0.6029,1.1077,1.6824,16.2683,3.8762,-6.4826,854,75.3782,75.3376,1,0,0,0.368421053
18372,ABC,9/11/2017,78.58,79.58,1230800,3,1.1077,0.9062,23.704,1.8376,2.996,3.3109,0.6469,-0.8808,-0.3451,-16.6914,3.7968,5.0577,1076,80.8232,80.9294,-1,1,2.199044986,0.368421053
18457,ABC,1/11/2018,92.29,92.99,780700,1,1.0687,0.9396,24.7077,1.4547,3.0601,3.0914,0.5797,0.7005,1.1732,8.3886,3.6426,-4.4113,1198,81.0768,80.93005,1,1,2.882030326,0.368421053
18553,ABC,5/31/2018,80.66,78.47,1352600,2,1.1261,0.9397,24.5424,1.4547,2.8078,3.4727,0.5825,0.6393,0.9021,8.4823,3.6671,-4.3164,1338,82.7794,82.80715,-1,0,0,0.368421053
18564,ABC,6/15/2018,88.75,90.62,2042700,2,1.1261,0.9397,24.5424,1.4547,2.8078,3.4727,0.5825,0.6393,0.9021,8.4823,3.6671,-4.3164,1353,83.382,83.33605,1,0,0,0.368421053
18574,ABC,6/29/2018,82.31,81.46,1401800,2,1.1261,0.9397,24.5424,1.4547,2.8078,3.4727,0.5825,0.6393,0.9021,8.4823,3.6671,-4.3164,1367,83.8008,83.8192,-1,1,2.590228333,0.368421053
18660,ABC,10/31/2018,84.45,84.44,961900,4,1.156,0.9361,23.7516,1.4765,2.8586,3.7368,0.588,0.8672,1.0527,12.3787,3.7892,-6.0666,1491,85.5668,85.5496,1,0,0,0.368421053
18694,ABC,12/20/2018,73.11,70.58,2130700,4,1.156,0.9361,23.7516,1.4765,2.8586,3.7368,0.588,0.8672,1.0527,12.3787,3.7892,-6.0666,1541,83.7428,83.8825,-1,0,0,0.368421053
18831,ABC,7/10/2019,86.47,86.92,1542400,3,1.1651,0.951,24.4391,1.5012,2.596,4.0192,0.5926,0.2906,0.3941,4.4202,3.6826,-2.2025,1743,79.6456,79.5543,1,0,0,0.368421053
19039,ABC,5/6/2020,87.19,84.37,1362800,2,1.1122,0.9767,26.0763,1.0434,2.7018,3.7252,0.4771,0.638,0.8924,7.2397,3.4514,-6.1808,2044,84.9026,84.9872,-1,0,0,0.368421053
19049,ABC,5/20/2020,89.26,91.97,2352700,2,1.1122,0.9767,26.0763,1.0434,2.7018,3.7252,0.4771,0.638,0.8924,7.2397,3.4514,-6.1808,2058,85.1628,85.06915,1,1,7.937370882,0.368421053
19353,ABMD,2/1/2006,10.75,11.16,86700,1,0.1757,5.3145,57.9299,0.0001,72.2093,0.7876,0.0001,-26.6889,-28.8345,-5.2988,1.5536,-8.7214,306,9.608,9.59195,1,0,0,0.388888889
19579,ABMD,12/22/2006,14.09,13.89,144100,4,0.1731,3.1816,64.3754,0.0001,77.7356,0.4174,0.0001,-52.1156,-53.3478,-11.7819,1.3981,-29.0987,630,13.297,13.32265,-1,0,0,0.388888889
19600,ABMD,1/26/2007,14.3,14.29,105700,1,0.1017,7.4732,71.0331,0.0001,80.283,0.3188,0.0001,-45.8379,-45.4913,-5.2,1.267,-7.21,665,13.5296,13.51885,1,0,0,0.388888889
19655,ABMD,4/17/2007,13.57,13.79,195100,2,0.1086,8.8059,88.5025,0.0001,74.8845,0.327,0.0001,-58.8424,-64.2679,-7.0352,1.0169,-9.8984,746,13.8034,13.8061,-1,1,18.27411168,0.388888889
19796,ABMD,11/5/2007,13.04,13.16,122800,4,0.127,4.6209,65.6329,0.0001,76.4408,0.2319,0.0001,-51.8327,-53.5998,-7.9817,1.3713,-12.202,948,12.5632,12.555,1,1,11.7781155,0.388888889
20047,ABMD,11/3/2008,14.6,15.01,457000,4,0.1215,7.0809,73.8406,0.0001,73.8348,0.2542,0.0001,-44.5776,-34.9719,-6.0937,1.2188,-8.6866,1312,15.8456,15.8735,-1,0,0,0.388888889
20361,ABMD,2/2/2011,9.92,10.12,179600,1,0.2168,3.7926,48.5064,0.0001,79.5016,0.7792,0.0001,-6.2112,-4.9458,-1.6918,1.8554,-2.7616,394,10.128,10.1662,-1,0,0,0.388888889
20365,ABMD,2/8/2011,13.29,13.56,309200,1,0.2168,3.7926,48.5064,0.0001,79.5016,0.7792,0.0001,-6.2112,-4.9458,-1.6918,1.8554,-2.7616,400,10.2414,10.23535,1,1,6.194690265,0.388888889
20515,ABMD,9/13/2011,10.78,10.9,171000,3,0.224,5.6322,47.2929,0.0001,81.169,0.6026,0.0001,2.0388,2.5986,0.5395,1.903,0.8234,617,13.7086,13.82115,-1,0,0,0.388888889
20572,ABMD,12/2/2011,20.16,19.89,271200,4,0.229,5.4861,48.3654,0.0001,80.4988,0.6481,0.0001,9.072,6.9352,2.4801,1.8608,3.582,697,14.944,14.9278,1,0,0,0.388888889
20785,ABMD,10/8/2012,20.6,20.49,332000,4,0.2318,5.2386,46.8588,0.0001,78.7451,0.5424,0.0001,7.017,7.6288,1.9729,1.9207,2.6964,1008,21.5224,21.5282,-1,1,31.8204002,0.388888889
20927,ABMD,5/6/2013,19.48,19.99,243000,2,0.2503,4.62,44.2576,0.0001,79.5571,0.5283,0.0001,-4.038,-3.063,-1.2193,2.0336,-1.6351,1218,17.4368,17.333,1,1,10.05502751,0.388888889
21459,ABMD,3/15/2016,88.03,87.34,406700,1,0.2216,6.1965,41.0176,0.0001,84.3939,0.5484,0.0001,11.7054,21.0873,2.9823,2.1942,3.2754,531,83.0894,83.23155,-1,0,0,0.388888889
21479,ABMD,4/13/2016,96.63,98.57,526000,2,0.2399,6.9481,36.0717,0.0001,85.3682,0.518,0.0001,12.5346,20.6156,3.4214,2.495,3.7414,560,86.165,86.08525,1,0,0,0.388888889
21686,ABMD,2/7/2017,111.21,109.94,456100,1,0.2265,4.6965,39.0195,0.0361,84.5517,0.5514,0.0332,11.9498,23.2547,3.2957,2.3065,3.5387,860,112.6772,112.7125,-1,0,0,0.388888889
21724,ABMD,4/3/2017,125.23,125.05,320800,2,0.2031,5.9472,36.3871,0.0285,83.4964,0.592,0.0263,28.2136,24.9706,6.591,2.4734,7.0009,915,116.6694,116.54485,1,1,7.029188325,0.388888889
22149,ABMD,12/10/2018,317.9,323.66,447800,4,0.2095,6.762,39.5853,0.0001,83.0363,0.4738,0.0001,22.368,31.09,5.2684,2.2736,5.4825,1531,360.3506,362.2159,-1,0,0,0.388888889
22523,ABMD,6/5/2020,237.23,249.81,600300,2,0.1319,5.6142,44.8138,0.0001,78.1723,0.403,0.0001,27.0476,20.6649,4.0467,2.0083,4.3498,2074,180.7776,179.4024,1,1,16.4044674,0.388888889
22856,ABT,3/30/2006,14.33,14.24,8545800,1,0.1605,1.4816,65.6783,0.4357,61.5851,0.7275,0.2233,18.882,22.7654,5.8756,1.3703,18.744,363,14.471,14.45905,1,0,0,0.25
23216,ABT,9/5/2007,17.78,17.94,8823400,3,0.1695,1.0452,59.44,0.7844,55.0861,0.9792,0.2933,11.2441,14.5303,4.5938,1.5141,839.638,887,18.2988,18.31245,-1,0,0,0.25
23274,ABT,11/27/2007,18.98,19.51,16489700,4,0.1818,1.5426,61.6531,0.6852,56.2176,1.0712,0.3474,16.6593,21.021,6.7495,1.4598,60.9243,970,18.8144,18.8085,1,1,7.534597642,0.25
23370,ABT,4/16/2008,18.56,18.14,27555400,2,0.1659,1.4112,63.852,0.7913,57.3463,0.9869,0.3356,18.0751,19.2314,6.9731,1.4095,61.2641,1111,19.0208,19.0302,-1,0,0,0.25
23433,ABT,7/16/2008,20.72,20.25,25375700,3,0.1796,1.5928,59.9476,0.6038,55.2811,1.0815,0.3238,14.466,18.626,5.6064,1.5013,36.9944,1202,19.2696,19.2666,1,1,1.333333333,0.25
23533,ABT,12/5/2008,18.45,18.88,17290900,4,0.1874,1.4702,61.8733,0.7056,60.0217,1.145,0.3322,19.323,21.9224,7.9328,1.4546,58.3862,1344,19.5018,19.5083,-1,0,0,0.25
23796,ABT,12/22/2010,18.41,18.3,14680400,4,0.1646,1.2928,64.8648,0.831,59.4191,1.2685,0.3549,14.4549,18.3585,6.3292,1.3875,-27.101,352,18.89,18.90685,-1,1,2.677595628,0.25
23880,ABT,4/25/2011,20.07,20,16016400,2,0.1551,1.5235,65.8701,0.6883,59.7509,1.1138,0.323,20.203,18.4422,7.3396,1.3663,-95.8535,476,18.833,18.8279,1,0,0,0.25
24495,ABT,10/3/2013,29.22,28.78,8189800,4,0.0933,2.0245,89.506,0.2597,51.0729,0.7282,0.1182,14.7206,10.4291,1.2823,1.0055,3.3197,1368,30.1648,30.1653,-1,0,0,0.25
24525,ABT,11/14/2013,32.9,32.79,4353100,4,0.0933,2.0245,89.506,0.2597,51.0729,0.7282,0.1182,14.7206,10.4291,1.2823,1.0055,3.3197,1410,30.7486,30.7019,1,1,1.707837755,0.25
24807,ABT,9/29/2015,35.39,35.6,12287500,3,0.1234,1.8154,60.466,0.3938,56.466,0.8515,0.2191,11.2621,13.8447,2.8088,1.4884,10.5956,363,42.0164,42.06635,-1,0,0,0.25
25027,ABT,8/12/2016,41.39,41.6,6686300,3,0.1342,1.5597,56.3561,0.4073,56.9031,0.8745,0.2224,-6.2052,16.9181,-1.7085,1.597,-4.2449,681,37.9762,37.88445,1,0,0,0.25
25103,ABT,11/30/2016,36.02,35.38,14916800,4,0.1013,4.0204,54.8134,1.0622,55.3347,0.9786,0.4996,14.9634,14.7947,3.6926,1.6419,9.0053,791,37.5894,37.6369,-1,0,0,0.25
25156,ABT,2/16/2017,41.16,41.35,8975500,1,0.0894,2.9084,64.0726,0.7599,51.6654,0.7665,0.4296,6.614,-3.82,1.2236,1.4047,-4.1906,869,37.7182,37.65965,1,0,0,0.25
25936,ABT,3/25/2020,68.17,69.95,9351000,1,0.1157,1.4339,61.6464,0.6005,57.533,0.7183,0.3558,7.3,9.811,1.7879,1.4599,-6.2065,2002,82.5818,82.7546,-1,0,0,0.25
25969,ABT,5/12/2020,95.77,93.13,5384200,2,0.1065,1.5714,63.1277,0.639,55.4722,0.6273,0.3712,7.3281,9.1703,1.7436,1.4257,-6.6568,2050,83.5714,83.55215,1,0,0,0.25
26372,ACN,6/15/2006,19.83,19.72,3288900,2,0.5333,1.2101,62.3845,0.034,30.2557,0.0001,0.017,7.1226,14.3617,23.0847,1.4427,33.7817,440,21.5066,21.5405,-1,0,0,0.315789474
26459,ACN,10/18/2006,24.18,24.25,3043200,4,0.5607,1.2163,66.33,0.0183,27.7225,0.0001,0.003,5.5016,11.7993,16.4865,1.3569,23.7518,565,22.316,22.3068,1,1,5.649484536,0.315789474
26727,ACN,11/12/2007,26.98,27.39,4163300,4,0.5678,1.2608,61.9256,0.0043,27.9431,0.0001,0.0011,6.2486,11.9044,19.4195,1.4534,29.9497,955,29.9958,29.99905,-1,0,0,0.315789474
26857,ACN,5/20/2008,29.61,29.09,1850100,2,0.5532,1.3158,60.8586,0.0027,29.1616,0.0001,0.001,7.1147,13.0764,19.0353,1.4788,28.4699,1145,28.3692,28.34225,1,1,6.806462702,0.315789474
26964,ACN,10/21/2008,24.15,24.26,3240800,4,0.5919,1.2999,57.6462,0.0012,29.1751,0.0001,0.0006,7.4161,12.5919,28.6281,1.5612,46.1531,1299,28.5366,28.62855,-1,0,0,0.315789474
27454,ACN,9/30/2011,43.36,43.04,5464200,3,0.456,1.4508,57.9812,0.001,30.8805,0.0001,0.0001,8.5298,12.8592,15.6949,1.5522,21.2144,634,44.0312,44.0761,-1,0,0,0.315789474
27478,ACN,11/3/2011,49.04,48.96,3419000,4,0.4963,1.4512,57.1027,0.0015,29.6681,0.0001,0.0004,8.4606,12.9282,16.8695,1.5761,23.7737,668,45.0098,45.00885,1,0,0,0.315789474
27527,ACN,1/17/2012,44.32,44.22,4963800,1,0.4592,1.5329,59.1926,0.0012,29.1517,0.0001,0.0002,8.8697,12.2496,14.3034,1.5205,18.991,743,45.8682,45.8876,-1,0,0,0.315789474
27558,ACN,3/1/2012,49.45,49.34,2571300,1,0.4592,1.5329,59.1926,0.0012,29.1517,0.0001,0.0002,8.8697,12.2496,14.3034,1.5205,18.991,787,46.2274,46.22105,1,1,5.938386704,0.315789474
27656,ACN,7/20/2012,49.1,49.31,3079700,3,0.4373,1.5523,55.3306,0.0001,30.8563,0.0001,0.0001,7.9344,12.9023,13.7564,1.6266,18.6608,928,48.5944,48.61,-1,0,0,0.315789474
27668,ACN,8/7/2012,50.8,50.94,1323600,3,0.4373,1.5523,55.3306,0.0001,30.8563,0.0001,0.0001,7.9344,12.9023,13.7564,1.6266,18.6608,946,48.7884,48.7822,1,1,7.361601885,0.315789474
27935,ACN,8/30/2013,62.18,61.74,2709900,3,0.4461,1.4513,57.9657,0.0047,31.224,0.0001,0.0047,8.917,13.0698,13.4,1.5526,20.1518,1334,63.3298,63.36585,-1,0,0,0.315789474
28013,ACN,12/20/2013,69.03,69.74,6782700,4,0.4723,1.4423,60.3783,0.0048,31.4031,0.0001,0.0048,9.6394,13.989,14.9854,1.4906,23.2888,1446,65.2648,65.2438,1,0,0,0.315789474
28445,ACN,3/14/2016,96.41,97.53,2757900,1,0.4627,1.4101,64.3785,0.0039,28.222,0.0001,0.0036,15.7975,12.9575,18.985,1.398,36.1525,530,92.4764,92.48605,-1,0,0,0.315789474
28447,ACN,3/16/2016,98.37,98.69,2332800,1,0.4627,1.4101,64.3785,0.0039,28.222,0.0001,0.0036,15.7975,12.9575,18.985,1.398,36.1525,532,92.6292,92.5983,1,1,7.295571993,0.315789474
29143,ACN,12/19/2018,148.02,146.72,3261000,4,0.3971,1.3306,68.0847,0.0019,31.0915,0.0001,0.0015,12.0194,15.36,9.891,1.3219,17.1425,1540,154.5352,154.7669,-1,0,0,0.315789474
29211,ACN,3/29/2019,170.38,171.08,2773000,1,0.3817,1.3537,70.1758,0.0018,29.2167,0.0001,0.0014,10.756,13.2639,8.3091,1.2825,14.3565,1640,155.5412,155.50895,1,0,0,0.315789474
29460,ACN,3/25/2020,154.56,150,4795500,1,0.3325,1.3782,68.8072,0.0012,30.1501,0.0001,0.0008,11.0823,13.364,7.8644,1.308,13.577,2002,189.9902,190.35645,-1,0,0,0.315789474
29522,ACN,6/23/2020,203.82,205.84,2203800,2,0.3135,1.3651,68.3362,0.0042,32.1044,0.0001,0.0036,11.1743,15.5826,7.5993,1.317,13.6915,2092,189.3608,189.26765,1,1,10.67333852,0.315789474
29890,ADBE,6/7/2006,29.99,28.82,9093400,2,0.1155,4.0546,47.0478,0.0001,89.6756,0.0001,0.0001,19.3714,23.2759,2.5814,1.9129,6.0597,432,34.0026,34.1152,-1,1,2.775850104,0.714285714
29978,ADBE,10/11/2006,37.55,37.12,5059500,4,0.1144,4.2585,53.9157,0.0001,88.3278,0.0001,0.0001,26.8617,23.9487,3.5568,1.6693,7.3416,558,34.474,34.45625,1,1,12.63469828,0.714285714
30195,ADBE,8/23/2007,40.82,40.6,3601800,3,0.1503,3.1015,33.9922,0.0001,89.125,0.0001,0.0001,24.0984,29.9436,4.3364,2.6477,9.5834,874,40.8662,40.8739,-1,0,0,0.714285714
30205,ADBE,9/7/2007,43.34,42.96,5277000,3,0.1503,3.1015,33.9922,0.0001,89.125,0.0001,0.0001,24.0984,29.9436,4.3364,2.6477,9.5834,889,41.005,40.9781,1,1,7.704841713,0.714285714
30293,ADBE,1/14/2008,38.48,38.48,7212600,1,0.1667,3.325,33.5669,0.118,90.7378,0.0001,0.1055,24.637,30.9318,5.7517,2.6812,16.7138,1018,42.5398,42.55605,-1,1,7.848232848,0.714285714
30402,ADBE,6/19/2008,40.78,42,5714700,2,0.1624,3.5398,37.3573,0.0866,90.6565,0.0001,0.0797,24.232,29.3361,5.3187,2.4092,13.4973,1175,40.1816,40.1124,1,0,0,0.714285714
30489,ADBE,10/22/2008,27.09,25.4,9500400,4,0.1572,3.5866,45.9423,0.0794,90.5564,0.0001,0.0735,26.8674,29.8473,5.5759,1.959,11.9339,1300,37.8238,38.1379,-1,1,19.52755906,0.714285714
30802,ADBE,1/20/2011,33.66,33.49,8531800,1,0.1237,3.4,46.7077,0.2802,89.5263,0.0001,0.2179,22.8267,29.4183,4.3239,1.9269,18.1612,381,30.2028,30.18085,1,1,5.315019409,0.714285714
30932,ADBE,7/27/2011,29.46,28.5,6108100,3,0.1193,3.3608,49.6824,0.2725,89.6711,0.0001,0.2132,19.2557,27.0536,3.5065,1.8115,13.8967,569,31.733,31.8254,-1,1,12.31578947,0.714285714
31066,ADBE,2/7/2012,31.74,32.28,3404200,1,0.1144,3.144,44.1046,0.2526,89.6419,0.0001,0.2007,17.7196,27.6477,3.0939,2.0406,15.3015,764,28.852,28.7968,1,1,3.965303594,0.714285714
32603,ADBE,12/14/2018,240.76,230,12189400,4,0.1313,1.1292,48.0406,0.4406,85.4233,0.0001,0.3058,27.519,29.2355,7.2445,1.8734,-20.6281,1535,243.7644,243.8281,-1,0,0,0.714285714
32663,ADBE,3/14/2019,265.26,267.69,5113400,1,0.1333,0.9661,46.4479,0.4183,84.7366,0.0001,0.2469,25.9131,26.7205,6.8277,1.9377,-23.6215,1625,249.983,249.6216,1,1,5.330793082,0.714285714
32828,ADBE,11/6/2019,289.11,287.4,2762400,4,0.1441,0.7929,46.1686,0.393,84.8705,0.0001,0.0859,28.455,32.3872,8.086,1.9494,-45.2422,1862,276.8752,277.0481,-1,0,0,0.714285714
32839,ADBE,11/21/2019,298.99,298.8,1609800,4,0.1441,0.7929,46.1686,0.393,84.8705,0.0001,0.0859,28.455,32.3872,8.086,1.9494,-45.2422,1877,279.7392,279.6696,1,1,11.57630522,0.714285714
33345,ADI,5/25/2006,23.12,22.97,4327900,2,0.1462,5.1136,50.0242,0.15,59.1222,0.7323,0.13,22.6475,23.5126,4.0028,1.7991,4.1949,419,25.2726,25.28715,-1,1,8.750544188,0.333333333
33499,ADI,1/5/2007,23.03,22.87,2627900,1,0.1638,5.8079,49.5485,0.15,63.8171,0.5874,0.13,24.4668,27.051,4.7974,1.8164,5.2885,644,22.507,22.47395,1,0,0,0.333333333
33703,ADI,10/26/2007,23.38,23.21,2058500,4,0.2099,3.6107,46.7329,0.15,59.9626,0.7696,0.13,15.6989,19.1828,4.0514,1.9258,4.6563,938,25.4122,25.42635,-1,1,3.231365791,0.333333333
33849,ADI,5/28/2008,24.79,24.57,3450400,2,0.2153,3.1918,46.0559,0.15,60.9882,0.7931,0.13,20.4956,24.2069,5.638,1.9541,6.4091,1153,22.7494,22.6565,1,0,0,0.333333333
33919,ADI,9/5/2008,18.74,19.83,8013500,3,0.2131,3.3531,44.5852,0.15,60.9716,0.83,0.13,21.0335,24.4603,5.4048,2.0186,6.1148,1253,21.763,21.81365,-1,1,26.92889561,0.333333333
34400,ADI,8/3/2011,25.67,26.31,5070100,3,0.1443,7.8002,44.5321,0.2396,67.2435,0.8294,0.1907,29.0189,36.7912,5.919,2.021,6.4264,576,29.549,29.55615,-1,0,0,0.333333333
34520,ADI,1/25/2012,31.67,31.72,2866300,1,0.1228,8.8247,41.9406,0.2265,63.1718,0.8032,0.1821,21.5076,28.2956,3.6274,2.1459,3.9195,751,28.5218,28.4895,1,0,0,0.333333333
34640,ADI,7/17/2012,29.43,29.63,2828400,3,0.1252,8.9693,45.5642,0.2127,65.572,0.7535,0.173,24.8553,31.1073,4.2141,1.9752,4.5631,925,29.6666,29.69405,-1,0,0,0.333333333
34650,ADI,7/31/2012,31.85,31.67,2609500,3,0.1252,8.9693,45.5642,0.2127,65.572,0.7535,0.173,24.8553,31.1073,4.2141,1.9752,4.5631,939,29.9268,29.9051,1,1,3.789074834,0.333333333
35303,ADI,9/8/2015,49.81,51.4,4119600,3,0.121,3.9232,47.067,0.1724,65.9092,0.6934,0.0896,25.0738,30.725,4.2739,1.9122,7.6686,342,52.2058,52.31805,-1,0,0,0.333333333
35460,ADI,4/22/2016,53.19,52.8,1944800,2,0.1029,6.76,46.109,0.3552,65.6042,0.6706,0.2621,21.903,26.6292,3.4999,1.9519,6.3501,569,50.8324,50.74905,1,0,0,0.333333333
36089,ADI,10/19/2018,79.19,78.63,2564400,4,0.0752,2.0082,37.4803,0.562,68.078,0.8357,0.3573,25.9709,30.3518,3.5929,2.4013,-7.0255,1479,88.2826,88.49765,-1,0,0,0.333333333
36173,ADI,2/22/2019,101.84,101.68,2248000,1,0.0706,2.3356,41.6817,0.5381,67.4619,0.8453,0.3499,23.0359,29.5779,3.0642,2.1592,-6.698,1605,88.992,88.91155,1,1,5.773013375,0.333333333
36444,ADI,3/20/2020,91.03,83.81,4567500,1,0.061,1.0794,40.3455,0.47,65.0633,0.7739,0.2887,15.6397,20.9754,1.7441,2.2307,-4.3932,1997,108.876,109.49335,-1,0,0,0.333333333
36506,ADI,6/18/2020,121.19,121.64,1248700,2,0.0617,1.2966,40.1971,0.4824,64.2852,0.7969,0.3073,20.3253,26.1203,2.3095,2.239,-5.83,2087,108.6778,108.41125,1,0,0,0.333333333
36987,ADM,11/10/2006,25.25,25.13,4103800,4,0.4382,1.6914,49.0251,0.5406,8.2726,1.6015,0.2713,4.0179,4.7,4.05,1.8358,4.2,588,26.782,26.8814,-1,1,9.669717469,0.684210526
37108,ADM,5/9/2007,25.23,25.49,5747000,2,0.4375,1.92,53.1,0.47,7.4,1.6825,0.3,4.9,4.6,4.8,1.7175,4.95,768,25.8418,25.8274,1,0,0,0.684210526
37167,ADM,8/2/2007,24.32,24.59,5255400,3,0.4364,1.65,59.13,0.6195,7.2498,1.5358,0.2859,3.4378,4.4902,3.731,1.5221,3.8344,853,24.8526,24.86715,-1,1,5.530703538,0.684210526
37249,ADM,11/28/2007,25.85,25.9,4564300,4,0.4926,1.5562,54.7005,0.7975,5.7468,1.6337,0.2981,2.8674,4.05,4.05,1.6453,4.2,971,25.0644,25.0432,1,1,21.31274131,0.684210526
37397,ADM,7/1/2008,24.12,24.12,7094300,3,0.6097,1.9068,37.7864,0.6285,8.8233,2.3153,0.3643,4.9386,3.5,4.05,2.3818,3.45,1187,28.8574,28.89845,-1,1,19.27860697,0.684210526
37893,ADM,6/20/2011,23.11,23.42,5995300,2,0.4775,2.08,60.3,0.55,5.3,1.8375,0.3,2.5,3.3,2.675,4.195,3.225,532,25.2014,25.2083,-1,1,6.063193851,0.684210526
38055,ADM,2/9/2012,23.76,23.93,8287900,1,0.5054,1.8396,13.0948,0.5568,4.7648,1.5226,0.2607,1.8861,2.8646,2.1832,6.873,2.2556,766,22.691,22.6646,1,1,4.220643544,0.684210526
38172,ADM,7/27/2012,21.51,21.67,4181000,3,0.4872,1.717,12.3932,0.569,3.6959,1.5331,0.262,0.8346,1.9076,0.9978,7.2621,1.0279,935,23.3942,23.463,-1,0,0,0.684210526
38306,ADM,2/11/2013,24.14,24.16,4418500,1,0.5026,1.7262,14.7176,0.4671,3.4795,1.6901,0.2207,1.2381,1.4728,1.4229,6.1151,1.4648,1134,22.4664,22.4147,1,1,9.064569536,0.684210526
38749,ADM,8/13/2015,39.46,39.99,4254400,3,0.4052,1.6309,11.5835,0.3793,6.5741,2.0835,0.2459,1.5213,3.441,1.4151,7.7697,1.7252,316,41.1852,41.26425,-1,1,10.00250063,0.684210526
38950,ADM,6/1/2016,37.11,37.17,6466600,2,0.3898,1.5145,12.997,0.418,4.7156,1.8615,0.2394,1.8171,1.5164,1.63,6.9247,2.0864,609,33.1178,33.0857,1,1,1.506591337,0.684210526
39206,ADM,6/7/2017,37.55,37.43,2787100,2,0.3951,1.5936,10.3413,0.4007,5.9694,1.7908,0.258,1.847,2.456,1.5788,8.703,2.0292,980,38.7476,38.78,-1,1,1.148811114,0.684210526
39304,ADM,10/25/2017,39.24,39.1,2229800,4,0.4021,1.5851,10.9042,0.409,5.8619,1.6492,0.2655,4.9035,3.0056,4.3227,8.2537,5.4985,1120,38.5282,38.5165,1,0,0,0.684210526
39314,ADM,11/8/2017,35.69,35.82,3273400,4,0.4021,1.5851,10.9042,0.409,5.8619,1.6492,0.2655,4.9035,3.0056,4.3227,8.2537,5.4985,1134,38.3922,38.40105,-1,0,0,0.684210526
39389,ADM,2/28/2018,38.47,37.97,4734600,1,0.3778,1.5737,12.4456,0.4803,5.7259,1.4905,0.2621,2.5312,2.4217,2.1135,7.2315,2.6817,1246,37.5522,37.5284,1,1,9.086120622,0.684210526
39597,ADM,12/26/2018,37.17,38,3380400,4,0.3905,1.7483,12.6024,0.4416,6.6031,1.69,0.2884,1.9753,3.104,1.6688,7.1415,2.1197,1547,43.0038,43.12145,-1,0,0,0.684210526
